FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
87.94,33.8,14,260,2,Summer,All
89.07,37.67,11,10,3,Summer,All
91.95,36.79,31,250,3,Summer,All
88.93,13.3,42,240,1,Summer,All
89.73,17.89,29,160,1,Summer,All
89.78,21.15,45,250,1,Summer,All
89.83,24.81,18,270,2,Summer,All
90.96,29.67,29,240,2,Summer,All
87.29,34.86,13,60,2,Summer,All
84.24,21.55,27,270,1,Summer,All
88.67,13,29,260,1,Summer,All
88.41,16.4,32,240,1,Summer,All
88.54,8.87,37,280,1,Summer,All
86.55,9.45,32,240,1,Summer,All
87.36,11.4,24,290,1,Summer,All
87.41,13.2,27,340,1,Summer,All
87.45,15.1,29,270,1,Summer,All
87.81,15.47,29,250,1,Summer,All
86.47,18.68,27,210,1,Summer,All
86.51,20.46,19,220,1,Summer,All
83.19,6.98,45,270,1,Summer,All
85.61,6.5,37,240,1,Fall,All
90.35,23.56,13,250,2,Spring,All
90.4,27.06,19,190,2,Spring,All
90.53,28.47,16,270,2,Spring,All
89.1,30.88,16,200,2,Spring,All
85.65,25.05,24,260,2,Spring,All
87.98,22.97,21,230,1,Spring,All
88.02,25.49,24,280,2,Spring,All
89.12,21.81,34,220,1,Spring,All
85.58,24.36,24,50,2,Spring,All
88.19,19.93,16,70,1,Spring,All
88.77,23.82,18,20,2,Spring,All
88.57,27.17,11,190,2,Summer,All
88.61,21.01,24,230,1,Summer,All
89.37,15.8,18,230,1,Summer,All
90.47,20.54,11,260,1,Summer,All
90.67,16.6,21,230,1,Summer,All
86.28,9.71,39,200,1,Summer,All
88.75,14.62,40,190,1,Summer,All
88.79,18.39,29,230,1,Summer,All
90.16,17.95,37,250,1,Summer,All
92.51,24.55,32,230,2,Summer,All
92.56,30.23,18,170,2,Summer,All
85.71,14.17,26,250,1,Summer,All
88.24,15.02,29,250,1,Summer,All
90.5,20.55,18,260,1,Summer,All
90.31,24.46,23,240,2,Summer,All
90.36,27.56,16,260,2,Summer,All
88.35,32.15,27,60,2,Summer,All
87.05,34.01,11,50,2,Summer,All
88.14,37.04,8,100,3,Summer,All
88.55,33.39,19,230,2,Summer,All
88.6,36.45,23,140,3,Summer,All
86.01,18.89,24,70,1,Summer,All
89.99,28.01,10,240,2,Summer,All
90,31.15,21,250,2,Summer,All
89.42,23.95,21,240,2,Summer,All
86.93,26.91,21,240,2,Summer,All
86.98,29.1,26,340,2,Summer,All
88.63,32.4,19,260,2,Summer,All
87.3,37.86,29,300,3,Summer,All
87.87,40.21,29,280,3,Summer,All
87.16,42.09,11,180,3,Summer,All
87.98,44.22,29,290,3,Summer,All
88.76,46.34,35,310,4,Summer,All
87.22,49.62,18,170,4,Summer,All
85.98,51.13,24,200,4,Summer,All
86.53,52.88,35,250,4,Summer,All
86.57,54.29,14,320,4,Summer,All
85.98,49.27,16,250,4,Summer,All
85.84,31.54,23,230,2,Summer,All
85.89,33.3,21,240,2,Summer,All
84.99,35.3,23,10,2,Summer,All
88.04,37.67,19,160,3,Summer,All
86.99,38.92,21,280,3,Summer,All
87.04,34.62,24,200,2,Summer,All
87.21,35.95,26,270,3,Summer,All
87.26,30.69,40,240,2,Summer,All
87.31,31.89,27,290,2,Summer,All
87.35,33.6,31,260,2,Summer,All
87.4,35.38,19,310,2,Summer,All
88.62,38.16,23,230,3,Summer,All
85.71,39.49,21,170,3,Summer,All
86.56,41.34,27,250,3,Summer,All
87.17,43.11,11,280,3,Summer,All
87.26,45.84,27,280,3,Summer,All
87.62,36.89,23,290,3,Summer,All
87.91,37.81,13,260,3,Summer,All
87.66,17.64,23,60,1,Spring,All
87.58,19.24,21,60,1,Spring,All
86.93,20.43,24,60,1,Spring,All
85.66,21.21,26,70,1,Spring,All
82.79,21.99,31,190,1,Spring,All
85.09,16.68,39,220,1,Spring,All
90.71,18.23,19,70,1,Spring,All
87.98,20.33,26,60,1,Spring,All
88.43,23.18,23,70,1,Spring,All
87.89,25.34,16,60,2,Spring,All
88.86,25.91,23,240,2,Spring,All
90.61,30.42,16,250,2,Spring,All
88.75,33.16,23,60,2,Spring,All
88.21,35.78,19,60,3,Spring,All
86.63,37.79,18,60,3,Spring,All
84.63,30.29,23,220,2,Spring,All
88.81,34.44,19,240,2,Summer,All
89.18,38.56,3,80,3,Summer,All
82.15,39.4,23,40,3,Summer,All
86.34,45.31,13,40,3,Summer,All
89.59,49.77,0,0,4,Summer,All
87.49,52.3,19,200,4,Summer,All
89.42,56.7,16,190,4,Summer,All
90.21,61.31,11,10,4,Summer,All
90.23,39.07,16,160,3,Summer,All
92.66,39.84,34,340,3,Summer,All
89.79,42.71,19,10,3,Summer,All
89.84,46.53,23,220,4,Summer,All
88.98,21.99,32,220,1,Summer,All
90.86,18.64,23,220,1,Summer,All
89.77,22.63,16,220,1,Summer,All
86.99,28.21,18,40,2,Summer,All
85.59,29.79,24,40,2,Summer,All
89.82,34.77,13,220,2,Summer,All
90.96,40.48,21,220,3,Summer,All
91.4,46.25,13,220,4,Summer,All
89.8,49.91,6,10,4,Summer,All
90.92,55.14,0,0,4,Summer,All
90.97,59.8,13,40,4,Summer,All
92.14,65.41,18,220,5,Summer,All
88.33,68.27,21,40,5,Summer,All
88.38,71.92,14,130,5,Summer,All
87.86,66.23,21,140,5,Summer,All
83.71,44.51,16,260,3,Summer,All
86.55,47.45,23,250,4,Summer,All
88.52,51.01,14,260,4,Summer,All
84.63,19.24,27,260,1,Summer,All
84.29,20.34,26,360,1,Summer,All
87.45,24.06,16,330,2,Summer,All
90.34,32.98,21,250,2,Summer,All
88.63,23.55,13,250,1,Summer,All
86.23,21.73,24,250,1,Summer,All
87.6,31.22,13,230,2,Summer,All
87.34,27.17,40,210,2,Summer,All
87.39,30.24,31,230,2,Summer,All
88.17,33.22,32,270,2,Summer,All
90.09,37.4,24,190,3,Summer,All
89.24,40.55,18,240,3,Summer,All
86.41,27.8,35,260,2,Summer,All
86.67,29.93,27,280,2,Summer,All
86.67,33.73,23,230,2,Summer,All
88.16,36.55,13,260,3,Summer,All
89.55,40.51,24,240,3,Summer,All
85.87,38.98,29,250,3,Summer,All
87.32,40.83,42,250,3,Summer,All
87.77,42.69,31,280,3,Summer,All
85.07,44.55,16,250,3,Summer,All
86.25,32.51,16,260,2,Summer,All
86.99,34.27,26,220,2,Summer,All
84.34,35.44,32,190,2,Summer,All
86.02,35.33,29,250,2,Summer,All
86.07,36.73,18,250,3,Summer,All
86.62,38.48,24,220,3,Summer,All
83.31,10.81,39,240,1,Summer,All
88.17,15.06,29,190,1,Summer,All
87.8,17.04,21,180,1,Summer,All
84.17,13.52,34,160,1,Summer,All
84.21,14.14,29,240,1,Summer,All
85.44,7.34,35,250,1,Fall,All
88.67,10.72,23,280,1,Spring,All
88.93,15.03,34,200,1,Spring,All
88.98,16.41,26,250,1,Spring,All
85.67,18.78,34,310,1,Spring,All
86.44,27.24,21,10,2,Spring,All
87.45,30.74,24,50,2,Spring,All
83.67,36.63,23,280,3,Spring,All
85.81,38.9,14,50,3,Spring,All
83.78,39.97,21,70,3,Spring,All
83.32,43.37,19,60,3,Spring,All
88.85,48.91,13,20,4,Spring,All
88.49,51.25,5,100,4,Spring,All
88.54,53.85,11,50,4,Spring,All
88.59,56.72,29,200,4,Spring,All
88.64,59.75,26,210,4,Spring,All
86.99,62,19,220,4,Spring,All
91.97,26.13,34,210,2,Summer,All
90.1,29.84,11,330,2,Summer,All
88.14,20.64,23,270,1,Summer,All
88.25,24.4,23,220,2,Summer,All
87.76,23.53,29,240,1,Summer,All
89.93,29.84,14,260,2,Summer,All
90.82,34.98,8,350,2,Summer,All
94.14,41.33,19,190,3,Summer,All
89.77,44.61,23,260,3,Summer,All
90.38,37.53,14,240,3,Summer,All
90.24,41.72,0,0,3,Summer,All
90.29,46.51,13,230,4,Summer,All
89.43,50.23,10,80,4,Summer,All
90.43,55.22,27,210,4,Summer,All
86.87,57.65,24,190,4,Summer,All
89.44,61.96,32,240,4,Summer,All
92.7,67.18,37,230,5,Summer,All
92.75,72.05,37,250,5,Summer,All
85.08,73.28,10,240,5,Summer,All
89.15,68.95,32,240,5,Summer,All
89.67,72.65,27,250,5,Summer,All
92.46,61.5,27,230,4,Summer,All
92.51,67.17,37,240,5,Summer,All
91.76,71.98,24,220,5,Summer,All
83.34,37.01,19,30,3,Summer,All
85.01,39.81,47,260,3,Summer,All
89.41,44.57,21,290,3,Summer,All
88.33,20.15,32,180,1,Summer,All
86.07,23.44,29,210,1,Summer,All
86.12,26.54,19,260,2,Summer,All
84.3,27.97,24,340,2,Summer,All
90.45,37.22,27,240,3,Summer,All
90.5,41.83,35,260,3,Summer,All
89.55,12.03,32,270,1,Summer,All
87.42,9.47,27,200,1,Summer,All
86.97,11.49,32,310,1,Summer,All
87.14,14.44,37,330,1,Summer,All
88.39,18.15,34,290,1,Summer,All
88.43,22.14,23,350,1,Summer,All
90.97,27.18,23,260,2,Summer,All
90.37,21.71,10,220,1,Summer,All
86.06,11.02,29,240,1,Summer,All
87.02,6.88,32,220,1,Summer,All
87.07,9.38,34,230,1,Summer,All
85.38,5.12,45,240,1,Summer,All
86.15,13.03,40,240,1,Summer,All
87.04,14.13,37,270,1,Summer,All
85.24,15.39,27,240,1,Summer,All
84.36,18.1,42,340,1,Summer,All
84.61,18.39,64,330,1,Summer,All
85.84,20.03,26,230,1,Fall,All
87.8,14.56,19,60,1,Spring,All
89.58,28.84,19,230,2,Spring,All
87.99,28.05,32,290,2,Spring,All
86.26,29.38,19,360,2,Spring,All
84.58,32.58,21,340,2,Spring,All
87.5,34.98,14,30,2,Spring,All
90.03,38.1,23,260,3,Spring,All
90.64,41.76,27,330,3,Spring,All
90.01,44.75,14,330,3,Spring,All
90.06,47.7,11,40,4,Spring,All
88.2,49.91,19,70,4,Spring,All
88.25,52.45,21,300,4,Spring,All
90.18,55.27,26,270,4,Spring,All
90.23,57.66,23,350,4,Spring,All
88.6,59.33,5,30,4,Spring,All
88.65,61.42,11,40,4,Spring,All
90.57,64.76,11,40,5,Spring,All
87.62,66.54,11,30,5,Spring,All
84.78,68.07,13,50,5,Spring,All
89.26,71.89,27,260,5,Spring,All
89.31,74.73,16,240,5,Spring,All
87.48,76.87,8,50,5,Summer,All
82.36,48.26,19,290,4,Summer,All
83.63,50.11,14,90,4,Summer,All
85.83,39.38,24,230,3,Summer,All
90.36,43.87,27,260,3,Summer,All
88.58,45.79,5,320,3,Summer,All
89.43,49.44,13,260,4,Summer,All
90.49,42.77,34,240,3,Summer,All
88.83,45.32,27,290,3,Summer,All
88.88,48.48,16,130,4,Summer,All
91.94,53.88,13,190,4,Summer,All
92.89,59.24,8,360,4,Summer,All
89.59,62.11,19,60,4,Summer,All
90.91,66.37,21,250,5,Summer,All
92.99,71.24,26,350,5,Summer,All
91.29,74.08,14,120,5,Summer,All
90.65,66.07,11,180,5,Summer,All
91.95,71.69,27,260,5,Summer,All
92,76.42,27,250,5,Summer,All
87.32,74.81,8,90,5,Summer,All
86.45,76.82,13,270,5,Summer,All
84.73,78.23,10,70,5,Summer,All
84.87,80.4,21,60,5,Summer,All
86.31,83.17,16,30,5,Summer,All
86.36,85.72,13,60,5,Summer,All
86.41,88.04,14,70,5,Summer,All
86.46,90.24,13,60,5,Summer,All
90.81,95.05,19,190,5,Summer,All
82.16,65.2,16,170,5,Summer,All
85.3,68,26,300,5,Summer,All
86.35,71.25,5,90,5,Summer,All
88.68,72.05,39,280,5,Summer,All
88.73,75.45,27,250,5,Summer,All
91.27,80.65,35,230,5,Summer,All
86.23,43.21,13,220,3,Summer,All
88.4,11.21,40,220,1,Summer,All
89.17,9.45,26,230,1,Summer,All
85.33,7.42,34,340,1,Summer,All
87.34,11.01,37,240,1,Summer,All
89.88,15.72,37,260,1,Summer,All
90.19,20.21,26,210,1,Summer,All
87.17,12.31,27,230,1,Summer,All
93.53,16.13,32,250,1,Summer,All
87.69,12.27,23,320,1,Summer,All
87.27,10.38,34,290,1,Summer,All
87.39,17.95,23,210,1,Summer,All
88.82,11.4,32,200,1,Summer,All
86.42,7.76,37,270,1,Summer,All
87.05,16.82,22,250,1,Spring,All
87.29,18.06,19,300,1,Spring,All
88.53,20.01,28,240,1,Spring,All
84.72,23.66,28,60,2,Spring,All
81.69,15.97,37,340,1,Spring,All
88.56,18.52,22,290,1,Spring,All
90.54,21.6,24,290,1,Spring,All
87.29,23.05,17,60,1,Spring,All
87.93,26.3,30,200,2,Spring,All
85.17,24.44,26,190,2,Spring,All
83.74,24.8,41,190,2,Spring,All
87.05,28.1,22,220,2,Spring,All
89.66,32.52,17,20,2,Spring,All
84.64,20.56,28,30,1,Spring,All
87.77,25.26,22,360,2,Spring,All
88.93,24.43,11,70,2,Summer,All
91.97,30.07,17,100,2,Summer,All
94.84,37.13,30,230,3,Summer,All
92.39,41.83,28,220,3,Summer,All
87.98,47.01,11,240,4,Summer,All
89.59,51.57,11,190,4,Summer,All
89.64,55.26,11,70,4,Summer,All
90.33,59.84,28,170,4,Summer,All
88.58,62.62,6,160,5,Summer,All
84.8,63.94,9,30,5,Summer,All
88.43,66.83,19,270,5,Summer,All
87.22,48.22,11,20,4,Summer,All
87.27,46.13,28,240,4,Summer,All
85.43,24.98,28,220,2,Summer,All
88.05,10.16,26,180,1,Summer,All
88.1,8.82,28,240,1,Summer,All
87.44,8.88,28,260,1,Summer,All
87.49,11.6,24,270,1,Summer,All
88.19,17.91,22,320,1,Summer,All
86,16.63,30,260,1,Summer,All
87.28,7.16,37,330,1,Summer,All
89.86,14.58,33,240,1,Spring,All
89.33,15.89,19,310,1,Spring,All
89.38,16.9,19,250,1,Spring,All
80.22,14.86,46,310,1,Spring,All
88.53,12.11,28,200,1,Spring,All
87.09,14.83,24,210,1,Spring,All
90.93,7.68,30,220,1,Spring,All
90.01,17.26,11,180,1,Summer,All
91.3,18.79,30,260,1,Summer,All
90.06,25.69,11,250,2,Summer,All
91.1,24.57,22,240,2,Summer,All
87.57,23.57,19,340,2,Summer,All
90.34,27.93,22,240,2,Summer,All
90.39,32.01,28,260,2,Summer,All
85.53,24.76,22,70,2,Summer,All
87.72,13.4,41,240,1,Summer,All
89.27,20.52,17,150,1,Summer,All
88.05,17.86,28,230,1,Summer,All
89.41,22.1,30,220,1,Summer,All
89.45,24.98,37,270,2,Summer,All
89.31,27.72,28,280,2,Summer,All
86.55,19.03,22,270,1,Summer,All
86.9,21.71,22,300,1,Summer,All
86.94,24.26,22,270,2,Summer,All
92.31,29.94,41,230,2,Summer,All
87.29,11.08,28,260,1,Summer,All
87.19,11.78,28,300,1,Summer,All
84.53,17.13,30,270,1,Summer,All
88.15,20.19,30,230,1,Summer,All
87.72,22.15,35,280,1,Summer,All
88.06,10.66,24,270,1,Summer,All
86.42,11.43,28,200,1,Summer,All
85.8,12.64,26,220,1,Summer,All
85.28,13.45,31,280,1,Summer,All
86,12.66,31,290,1,Summer,All
86.74,14.27,35,280,1,Summer,All
87.31,16.37,28,220,1,Summer,All
87.35,18.79,26,230,1,Summer,All
87.36,9.78,28,260,1,Spring,All
88.06,12.34,28,240,1,Spring,All
93.32,17.14,28,210,1,Spring,All
93.78,21.96,26,230,1,Spring,All
92.23,26.48,22,220,2,Spring,All
86.13,13.2,46,250,1,Spring,All
88.54,16.83,17,320,1,Spring,All
88.59,18.85,22,50,1,Spring,All
91.43,25.5,9,30,2,Spring,All
91.55,29.34,17,50,2,Spring,All
88.14,31.63,19,80,2,Spring,All
90.12,26.66,30,180,2,Spring,All
87.79,13.12,28,300,1,Spring,All
91.79,18.88,24,220,1,Summer,All
94.97,25.7,31,250,2,Summer,All
95.02,31.68,28,250,2,Summer,All
88.49,22.85,19,240,1,Summer,All
85.57,23.24,22,240,1,Summer,All
85.77,17.99,22,290,1,Summer,All
89.5,22.27,30,240,1,Summer,All
88.51,9.18,28,240,1,Summer,All
90.52,13.89,30,250,1,Summer,All
88.75,13.64,22,240,1,Summer,All
87.64,18,22,310,1,Summer,All
86.94,8.6,28,250,1,Summer,All
85.68,14.66,30,260,1,Summer,All
84.93,10.55,37,230,1,Summer,All
88.7,16.02,30,250,1,Spring,All
92.52,19.99,28,240,1,Spring,All
85.09,22.1,26,300,1,Spring,All
90.52,25.54,31,240,2,Spring,All
86.47,26.35,22,10,2,Spring,All
81.94,24.5,28,320,2,Spring,All
90.2,30.52,7,220,2,Spring,All
87.32,19.6,22,70,1,Spring,All
84.46,24.44,22,60,2,Spring,All
86.38,25.68,31,210,2,Spring,All
87.15,21.37,26,220,1,Spring,All
87.2,16.61,28,250,1,Spring,All
86,14.29,28,260,1,Spring,All
84.13,14.07,37,160,1,Spring,All
87.96,18.74,28,240,1,Summer,All
91.24,25.42,15,230,2,Summer,All
88.61,28.45,13,50,2,Summer,All
88.77,14.33,31,230,1,Summer,All
89.5,18.8,17,180,1,Summer,All
86.46,22.26,19,160,1,Summer,All
92.44,16.79,22,190,1,Summer,All
90.57,16.94,13,240,1,Summer,All
91.89,23.7,28,240,2,Summer,All
90.19,28.36,26,240,2,Summer,All
85.05,12.52,31,350,1,Summer,All
90.11,25.07,11,140,2,Summer,All
90.95,30.37,7,140,2,Summer,All
90.17,29.24,7,300,2,Summer,All
84.84,33.87,28,310,2,Summer,All
87.14,35.47,30,320,2,Summer,All
84.47,36.59,19,300,3,Summer,All
88.61,40.02,28,330,3,Summer,All
87.54,29.23,28,270,2,Summer,All
88.54,32.57,26,250,2,Summer,All
86.91,10.06,31,220,1,Summer,All
86.89,10.58,37,270,1,Summer,All
82.13,6.76,46,270,1,Fall,All
83.84,7.88,37,300,1,Fall,All
88.78,10.05,22,230,1,Spring,All
91.34,22.3,11,70,1,Spring,All
86.69,24.4,22,330,2,Spring,All
89.54,26.53,26,250,2,Spring,All
89.96,29.9,28,240,2,Spring,All
89.75,32.73,11,200,2,Spring,All
84.43,34.21,26,200,2,Spring,All
87.88,27.37,28,280,2,Spring,All
90.13,30.54,28,300,2,Spring,All
89.04,21.64,22,20,1,Spring,All
90.44,13.25,26,240,1,Spring,All
86.53,14.63,28,340,1,Spring,All
87.5,13.12,28,300,1,Spring,All
92.4,18.6,31,230,1,Spring,All
91.55,22.12,28,260,1,Summer,All
91.46,25.46,9,150,2,Summer,All
88.84,13.5,19,150,1,Summer,All
87.31,13.8,28,180,1,Summer,All
92.88,14.89,28,280,1,Summer,All
93,20.61,37,270,1,Summer,All
90.72,23.65,46,290,2,Summer,All
89.31,25.93,15,30,2,Summer,All
90.64,30.01,28,180,2,Summer,All
89.36,26.52,28,250,2,Summer,All
84.11,24.95,28,70,2,Summer,All
84.16,26.34,22,50,2,Summer,All
93.02,15.56,13,260,1,Summer,All
93.2,20.18,22,210,1,Summer,All
90.29,18.48,28,200,1,Summer,All
87.97,9.49,41,290,1,Summer,All
90.84,13.27,28,220,1,Summer,All
90.97,20.02,28,230,1,Summer,All
88.11,13.78,37,230,1,Summer,All
90.33,11.93,37,240,1,Summer,All
87.18,11.67,28,250,1,Summer,All
88.74,14.57,28,270,1,Summer,All
87.34,18.35,28,290,1,Summer,All
87.66,18.51,22,250,1,Summer,All
88.41,30.57,19,250,2,Summer,All
87.74,32.48,22,70,2,Summer,All
85.82,18.38,28,240,1,Summer,All
84.64,7.27,37,340,1,Summer,All
78.98,11.45,44,40,1,Summer,All
81.34,12.05,65,40,1,Summer,All
85.77,14.01,26,230,1,Fall,All
85.95,15.64,28,240,1,Fall,All
88.17,14.47,30,260,1,Spring,All
86.18,16.34,46,330,1,Spring,All
88.28,20.34,28,320,1,Spring,All
88.33,22.61,28,180,1,Spring,All
87.49,26.3,28,30,2,Spring,All
83.79,18.41,28,170,1,Spring,All
86.6,11.24,28,230,1,Spring,All
86.52,10.77,28,300,1,Spring,All
92.54,21.5,15,220,1,Spring,All
88.65,20.23,15,60,1,Summer,All
86.89,21.37,26,180,1,Summer,All
85.87,13.43,46,220,1,Summer,All
85.77,15.18,31,250,1,Summer,All
89.44,9.25,22,210,1,Summer,All
89.33,13.05,28,310,1,Summer,All
90.74,18.8,26,250,1,Summer,All
89.4,22.57,19,160,1,Summer,All
88.32,25.87,19,170,2,Summer,All
84.73,22.28,22,340,1,Summer,All
85.75,20.03,28,210,1,Summer,All
90.57,26.03,26,260,2,Summer,All
89.17,25.05,9,200,2,Summer,All
88.89,18.67,15,60,1,Summer,All
90.86,26.72,9,200,2,Summer,All
90.91,31.79,11,160,2,Summer,All
88.06,34.45,28,50,2,Summer,All
88.11,38.16,7,350,3,Summer,All
90.84,42.84,6,140,3,Summer,All
87.97,31.56,30,290,2,Summer,All
88.02,33.67,35,250,2,Summer,All
87.03,25.93,20,260,2,Summer,All
88.24,29.37,9,330,2,Summer,All
89.63,33.4,4,60,2,Summer,All
89.68,34.51,6,210,2,Summer,All
89.73,38.35,15,200,3,Summer,All
86.71,22.89,22,200,1,Summer,All
86.76,25.56,26,220,2,Summer,All
88.52,26.99,13,220,2,Summer,All
89.65,31.67,13,70,2,Summer,All
86.39,23.5,28,220,1,Summer,All
85.95,16.3,28,250,1,Summer,All
87.04,19.29,33,230,1,Summer,All
84.62,4.74,46,230,1,Summer,All
87.94,11.27,28,230,1,Summer,All
87.2,9.79,28,290,1,Summer,All
87.38,11.53,28,230,1,Summer,All
84.05,13.1,46,250,1,Summer,All
86.65,15.31,28,240,1,Summer,All
86.7,17.71,28,220,1,Summer,All
87.51,18.8,28,300,1,Summer,All
87.56,19.84,37,280,1,Summer,All
85.14,19.96,26,340,1,Summer,All
86.08,20.98,28,290,1,Summer,All
85.88,21.49,28,310,1,Summer,All
85.11,22.27,26,310,1,Summer,All
85.14,22.57,31,350,1,Summer,All
88.7,25.5,22,230,2,Fall,All
90.43,27.75,22,290,2,Fall,All
85.52,15.85,28,270,1,Spring,All
87.55,17.11,22,180,1,Spring,All
90.23,21.17,28,310,1,Spring,All
84.04,26.43,22,360,2,Spring,All
84.09,27.36,31,70,2,Spring,All
90.23,30.83,19,20,2,Spring,All
86.51,36.04,31,50,3,Spring,All
83.79,36.56,19,70,3,Spring,All
84.5,38.91,28,30,3,Spring,All
85.24,25.11,20,290,2,Spring,All
89.49,28.26,19,60,2,Spring,All
90.48,28.42,28,180,2,Spring,All
87.75,18.59,37,240,1,Spring,All
88.81,20.78,31,270,1,Spring,All
89.29,21.66,28,240,1,Summer,All
86.04,22.96,37,250,1,Summer,All
85.51,24.28,24,270,2,Summer,All
88.49,28.34,24,250,2,Summer,All
84.87,20.51,37,260,1,Summer,All
87.88,25.11,24,240,2,Summer,All
91.3,18.21,28,270,1,Summer,All
90.24,14.66,19,230,1,Summer,All
88.89,18.09,19,220,1,Summer,All
90.62,22.87,28,260,1,Summer,All
87.69,25.52,13,50,2,Summer,All
85.98,24.67,19,280,2,Summer,All
90.98,30.35,28,200,2,Summer,All
88.93,33.8,22,170,2,Summer,All
90.64,11.47,22,210,1,Summer,All
92.24,19.02,20,210,1,Summer,All
